Username,Level Category,Level Number,Level Name,Reactor Count,Cycle Count,Symbol Count,Upload Time,Youtube Link
FloppyCat,main,4-C,Challenge: Going Green,3,1262,103,2011-11-19 10:05:12.688315,
TheNonEntity,main,4-C,Challenge: Going Green,3,1272,84,2015-03-29 13:13:54.590501,
mister_jmp,main,4-C,Challenge: Going Green,3,1331,85,2011-10-14 03:00:40.801511,http://www.youtube.com/watch?hd=1&v=i7qbeX5mHNA
mister_jmp,main,4-C,Challenge: Going Green,3,1374,88,2011-10-12 00:29:59.045486,http://www.youtube.com/watch?hd=1&v=i7qbeX5mHNA
a51mj12,main,4-C,Challenge: Going Green,3,1377,103,2013-03-09 08:18:18.359322,
hobsen,main,4-C,Challenge: Going Green,3,1493,94,2012-10-03 13:38:19.713693,
hobsen,main,4-C,Challenge: Going Green,3,1503,94,2012-09-06 19:48:14.088283,
Willowyn,main,4-C,Challenge: Going Green,3,1541,134,2013-09-09 23:22:01.970888,
zuber_dave,main,4-C,Challenge: Going Green,3,1550,72,2012-01-31 21:10:12.342093,
MestreLion,main,4-C,Challenge: Going Green,3,1557,80,2013-01-14 22:11:45.635438,""
Wobble,main,4-C,Challenge: Going Green,3,1558,156,2012-05-17 22:08:23.008102,
eFse7en,main,4-C,Challenge: Going Green,3,1592,159,2012-08-19 19:06:36.490082,
Ihmehlmenn,main,4-C,Challenge: Going Green,3,1598,96,2011-07-22 11:39:11.907188,
goshisanniichi,main,4-C,Challenge: Going Green,3,1643,72,2013-12-18 07:54:30.77666,
KAAANE,main,4-C,Challenge: Going Green,3,1643,72,2011-06-02 23:42:07.353917,
WizardMarcos,main,4-C,Challenge: Going Green,3,1643,71,2015-01-09 12:46:49.439214,
dafloc,main,4-C,Challenge: Going Green,3,1643,71,2012-01-10 11:53:49.85774,
berochu,main,4-C,Challenge: Going Green,3,1659,70,2014-10-17 23:38:24.023786,
hailstone,main,4-C,Challenge: Going Green,3,1701,125,2011-06-04 20:14:16.736477,
Arian21,main,4-C,Challenge: Going Green,3,1707,101,2014-09-29 10:20:19.370678,
tmacphail,main,4-C,Challenge: Going Green,3,1769,119,2012-03-08 10:12:50.682227,""
tmacphail,main,4-C,Challenge: Going Green,3,1777,130,2012-03-08 09:31:44.423964,
GusTheCrocodile,main,4-C,Challenge: Going Green,3,1789,109,2011-10-23 05:46:46.081699,
Arian21,main,4-C,Challenge: Going Green,3,1799,98,2014-04-02 06:18:55.784709,
K3n,main,4-C,Challenge: Going Green,3,1802,93,2014-05-26 13:12:25.620044,
skedar,main,4-C,Challenge: Going Green,3,1895,59,2013-03-13 07:03:49.186322,
Leylite,main,4-C,Challenge: Going Green,3,1915,131,2013-05-31 10:55:39.681801,
MestreLion,main,4-C,Challenge: Going Green,3,1920,68,2013-01-14 20:25:23.874235,http://www.youtube.com/watch?v=VLa9fYFr7GQ
cams,main,4-C,Challenge: Going Green,3,1936,122,2012-07-08 12:01:35.885408,
dj_kurukuru,main,4-C,Challenge: Going Green,3,2009,70,2013-04-07 09:53:05.058639,
fireisdanger,main,4-C,Challenge: Going Green,3,2055,72,2011-06-23 02:33:54.256687,
Spiff,main,4-C,Challenge: Going Green,3,2072,55,2011-08-15 05:15:39.308542,""
Zemandroid,main,4-C,Challenge: Going Green,3,2214,77,2014-03-29 15:42:08.896244,
Omnituens,main,4-C,Challenge: Going Green,3,2241,61,2012-12-19 17:22:49.778712,
Grotus,main,4-C,Challenge: Going Green,3,2243,86,2012-12-08 19:20:08.022117,
AgentSchism,main,4-C,Challenge: Going Green,3,2249,72,2012-10-21 21:15:04.785711,
SoulCaleon,main,4-C,Challenge: Going Green,3,2253,147,2011-11-15 05:26:41.464958,
mister_jmp,main,4-C,Challenge: Going Green,3,2267,67,2011-10-14 03:05:10.52013,""
ants280,main,4-C,Challenge: Going Green,3,2273,47,2014-11-09 10:13:03.580578,
ants280,main,4-C,Challenge: Going Green,3,2274,46,2013-11-17 10:11:07.181658,
ants280,main,4-C,Challenge: Going Green,3,2274,48,2013-11-17 09:24:05.54428,
Prenton,main,4-C,Challenge: Going Green,3,2354,89,2014-11-29 10:27:35.829358,
Haiaiai,main,4-C,Challenge: Going Green,3,2372,104,2011-10-05 13:22:17.961164,
cocodapuf,main,4-C,Challenge: Going Green,3,2463,135,2015-02-13 12:30:22.517291,
afarnsworth,main,4-C,Challenge: Going Green,3,2478,166,2011-07-01 23:51:39.878779,http://www.youtube.com/watch?v=qVT8AAcvUf4
jp26,main,4-C,Challenge: Going Green,3,2548,98,2013-08-21 11:39:06.234894,
dai_b,main,4-C,Challenge: Going Green,3,2592,103,2013-12-24 20:10:45.606759,
MichaelHurd,main,4-C,Challenge: Going Green,3,2627,121,2011-09-23 21:01:03.152172,
cake-pie,main,4-C,Challenge: Going Green,3,2670,79,2011-06-06 10:08:24.320769,
Ebola0001,main,4-C,Challenge: Going Green,3,2675,102,2011-05-30 22:05:17.266554,
schmy,main,4-C,Challenge: Going Green,3,2725,159,2015-01-17 20:05:54.531278,
Knsgf,main,4-C,Challenge: Going Green,3,2738,98,2012-03-28 13:00:03.364276,
s060340,main,4-C,Challenge: Going Green,3,2776,86,2012-04-24 15:41:51.960792,
LittleBigDej,main,4-C,Challenge: Going Green,3,2858,113,2011-05-31 13:32:12.679235,
LittleBigDej,main,4-C,Challenge: Going Green,3,2874,113,2013-09-01 00:53:07.561911,
Wobble,main,4-C,Challenge: Going Green,3,3001,96,2012-05-07 20:20:24.401375,
Johannes,main,4-C,Challenge: Going Green,3,3168,118,2013-08-27 09:22:47.540703,
csuzw,main,4-C,Challenge: Going Green,3,3216,98,2012-11-16 05:23:23.83422,
kmod,main,4-C,Challenge: Going Green,3,3357,103,2011-06-24 00:37:32.117345,
phyrephox,main,4-C,Challenge: Going Green,3,3543,139,2012-05-31 16:03:41.708834,
michelcolman,main,4-C,Challenge: Going Green,3,3544,120,2011-10-27 17:27:58.915883,
Baestar,main,4-C,Challenge: Going Green,3,3694,103,2014-09-12 02:01:21.349411,
Kal,main,4-C,Challenge: Going Green,3,3724,134,2014-05-17 05:32:12.301662,
JFB1000,main,4-C,Challenge: Going Green,3,3820,101,2013-10-12 07:59:36.248744,
Nenl,main,4-C,Challenge: Going Green,3,3940,90,2013-12-24 14:56:30.294566,
Karl,main,4-C,Challenge: Going Green,3,4075,146,2012-09-28 15:42:15.549602,
shykta,main,4-C,Challenge: Going Green,3,4141,120,2012-07-30 07:10:33.024314,
TheVoiid,main,4-C,Challenge: Going Green,3,4206,125,2014-04-19 02:58:52.764159,
mechturk,main,4-C,Challenge: Going Green,3,4485,73,2012-04-04 01:34:38.852268,
peepsalot,main,4-C,Challenge: Going Green,3,4618,124,2011-07-04 23:46:53.385611,
goochrules,main,4-C,Challenge: Going Green,3,4724,96,2011-11-10 21:16:12.185795,
Leylite,main,4-C,Challenge: Going Green,3,4744,92,2013-05-18 15:29:19.766513,
Kucus,main,4-C,Challenge: Going Green,3,4938,141,2014-07-23 21:30:08.411868,
dancek,main,4-C,Challenge: Going Green,3,4969,88,2012-01-27 15:32:12.768623,
thenameipicked,main,4-C,Challenge: Going Green,3,5131,134,2013-08-02 23:13:18.959658,
kikanaide,main,4-C,Challenge: Going Green,3,5344,129,2014-08-04 18:22:27.244964,
snuffy,main,4-C,Challenge: Going Green,3,5409,66,2012-09-27 20:33:27.425677,
rorabr,main,4-C,Challenge: Going Green,3,5420,193,2011-06-13 19:40:13.182253,
ianh,main,4-C,Challenge: Going Green,3,5550,157,2012-01-24 21:58:17.622605,
myndzi,main,4-C,Challenge: Going Green,3,5713,153,2012-10-09 01:09:42.980116,
JackieChad,main,4-C,Challenge: Going Green,3,5715,135,2013-07-30 05:04:35.875402,
nebooms,main,4-C,Challenge: Going Green,3,6116,119,2013-02-27 18:57:03.030116,
diego,main,4-C,Challenge: Going Green,3,6605,122,2011-11-12 14:58:57.139509,
dhabersa,main,4-C,Challenge: Going Green,3,6734,183,2013-09-29 17:15:09.852261,
smutmulch,main,4-C,Challenge: Going Green,3,6770,112,2011-11-19 23:19:21.355552,
somniore,main,4-C,Challenge: Going Green,3,7028,147,2012-02-19 16:01:59.791189,
keyyek,main,4-C,Challenge: Going Green,3,7164,148,2011-12-31 02:24:05.703328,
immibis,main,4-C,Challenge: Going Green,3,7647,133,2011-10-08 20:03:41.365262,
delc,main,4-C,Challenge: Going Green,3,7789,126,2012-01-03 22:51:40.969753,
Spiffamoo,main,4-C,Challenge: Going Green,3,9331,185,2011-09-20 22:33:24.799934,
gensek,main,4-C,Challenge: Going Green,4,1224,81,2011-06-07 19:00:30.762316,http://www.youtube.com/watch?v=UHoSeh-I12c
JacobBuysse,main,4-C,Challenge: Going Green,4,1233,139,2013-09-07 13:01:37.111395,
ixltixl,main,4-C,Challenge: Going Green,4,1239,132,2014-10-19 05:17:25.491367,
sikkert,main,4-C,Challenge: Going Green,4,1244,108,2011-09-20 12:06:21.472648,
Phlamethrower,main,4-C,Challenge: Going Green,4,1262,142,2011-06-05 17:27:28.668908,
J0Ren,main,4-C,Challenge: Going Green,4,1274,108,2012-03-14 12:58:57.249422,
salaja,main,4-C,Challenge: Going Green,4,1275,131,2015-02-05 03:36:10.012703,
Spiff,main,4-C,Challenge: Going Green,4,1291,80,2011-08-18 02:05:07.514396,
Mjonir,main,4-C,Challenge: Going Green,4,1306,195,2013-11-26 14:12:51.662397,
Saighdiur,main,4-C,Challenge: Going Green,4,1307,147,2011-11-04 14:17:27.262916,
drewshaver,main,4-C,Challenge: Going Green,4,1347,81,2011-06-02 20:04:18.791504,
Grymble,main,4-C,Challenge: Going Green,4,1389,114,2011-07-04 02:05:25.265337,
Mjonir,main,4-C,Challenge: Going Green,4,1412,154,2013-11-26 12:15:05.959548,
enshak,main,4-C,Challenge: Going Green,4,1441,126,2011-09-03 01:56:42.565553,
tadjinar,main,4-C,Challenge: Going Green,4,1477,119,2012-12-19 10:26:08.51281,
Portponky,main,4-C,Challenge: Going Green,4,1489,85,2011-05-29 18:22:14.534146,
gudfooht,main,4-C,Challenge: Going Green,4,1533,132,2011-12-05 08:55:14.43302,
onyhow,main,4-C,Challenge: Going Green,4,1554,126,2012-11-01 08:13:02.885817,
rabidpulse,main,4-C,Challenge: Going Green,4,1564,103,2011-07-04 13:21:44.384853,
mrblarney,main,4-C,Challenge: Going Green,4,1608,104,2011-08-24 19:11:04.984785,
postgoodism,main,4-C,Challenge: Going Green,4,1654,124,2011-10-23 00:43:22.989826,
Zemyla,main,4-C,Challenge: Going Green,4,1671,114,2012-11-01 08:15:12.08902,
kiwipease,main,4-C,Challenge: Going Green,4,1676,94,2012-04-27 06:00:47.949529,
BobWiseNZ,main,4-C,Challenge: Going Green,4,1722,93,2013-02-07 05:40:56.329313,
painterfox,main,4-C,Challenge: Going Green,4,1765,94,2012-07-22 12:16:37.286359,
slawek,main,4-C,Challenge: Going Green,4,1766,75,2013-01-24 16:20:17.944766,
hyperx2,main,4-C,Challenge: Going Green,4,1773,106,2013-10-19 02:30:07.40818,
CopyOfNewFolder,main,4-C,Challenge: Going Green,4,1784,118,2014-09-02 10:01:06.79232,
jamesp,main,4-C,Challenge: Going Green,4,1899,133,2013-09-01 22:38:12.507687,
Tiralmo,main,4-C,Challenge: Going Green,4,1913,150,2014-07-22 22:29:57.110681,
Hasenhirn,main,4-C,Challenge: Going Green,4,1915,61,2012-02-13 04:58:53.838236,
laoonewg,main,4-C,Challenge: Going Green,4,1948,116,2012-06-27 10:43:54.764075,
iteration2,main,4-C,Challenge: Going Green,4,1984,96,2012-02-23 13:49:28.269992,
Zemyla,main,4-C,Challenge: Going Green,4,1989,82,2014-08-11 16:09:32.341146,
inorix,main,4-C,Challenge: Going Green,4,2002,144,2015-04-12 02:30:20.722947,
ika,main,4-C,Challenge: Going Green,4,2013,113,2012-08-07 19:35:51.974457,
dividee,main,4-C,Challenge: Going Green,4,2048,115,2011-06-04 22:05:58.451883,
randName,main,4-C,Challenge: Going Green,4,2048,85,2012-06-13 21:02:20.545396,
onyhow,main,4-C,Challenge: Going Green,4,2074,100,2012-10-31 10:02:31.512985,
Kalamar,main,4-C,Challenge: Going Green,4,2091,109,2013-08-05 11:34:42.796145,
acicularis,main,4-C,Challenge: Going Green,4,2114,75,2012-08-29 14:03:01.475648,
NANA,main,4-C,Challenge: Going Green,4,2153,82,2014-02-11 22:55:17.970672,
Meikai-no-Daihime,main,4-C,Challenge: Going Green,4,2154,85,2012-10-08 03:54:02.434731,""
Gargish,main,4-C,Challenge: Going Green,4,2158,85,2012-01-06 12:57:38.669884,
clarionx,main,4-C,Challenge: Going Green,4,2328,112,2013-06-28 01:57:46.754956,
shadowphiar,main,4-C,Challenge: Going Green,4,2367,158,2011-08-15 17:32:49.403212,
Niobium,main,4-C,Challenge: Going Green,4,2383,128,2011-07-10 03:45:59.235888,
odaz,main,4-C,Challenge: Going Green,4,2440,117,2012-09-17 00:26:45.413762,
Anubis,main,4-C,Challenge: Going Green,4,2513,113,2011-06-28 13:45:16.237214,
chalid,main,4-C,Challenge: Going Green,4,2627,122,2014-09-18 04:29:22.131628,
StervendeZwaan,main,4-C,Challenge: Going Green,4,2637,132,2014-01-29 09:19:25.113871,
ants280,main,4-C,Challenge: Going Green,4,2744,112,2013-02-20 10:36:12.811366,
ants280,main,4-C,Challenge: Going Green,4,2768,115,2013-07-23 21:25:59.752414,
ants280,main,4-C,Challenge: Going Green,4,2782,115,2013-11-02 13:16:04.877246,
acabus,main,4-C,Challenge: Going Green,4,2800,73,2011-11-19 11:58:20.220998,
Ozgrim,main,4-C,Challenge: Going Green,4,2807,93,2013-05-24 21:40:47.737201,
cybcaoyibo,main,4-C,Challenge: Going Green,4,2822,161,2012-09-30 03:13:49.663434,
alexanderpas,main,4-C,Challenge: Going Green,4,2851,115,2011-07-02 09:09:10.154139,
jamesp,main,4-C,Challenge: Going Green,4,2869,91,2013-07-29 15:57:22.303584,
tharko,main,4-C,Challenge: Going Green,4,2908,143,2012-07-08 00:50:59.694947,
xyuzhg,main,4-C,Challenge: Going Green,4,2934,110,2012-09-29 02:58:46.853758,
Cynthaer,main,4-C,Challenge: Going Green,4,2965,174,2014-10-14 23:17:39.093384,
Radene,main,4-C,Challenge: Going Green,4,2977,117,2013-06-23 12:00:13.670186,
TimWolla,main,4-C,Challenge: Going Green,4,2984,145,2013-07-17 07:14:12.291691,
yupswing,main,4-C,Challenge: Going Green,4,3000,117,2014-09-16 23:22:18.013023,
Blueeyedrat,main,4-C,Challenge: Going Green,4,3002,132,2012-11-15 18:33:32.552331,
wodemoneke,main,4-C,Challenge: Going Green,4,3011,109,2011-12-19 06:14:02.36642,
arrancada,main,4-C,Challenge: Going Green,4,3026,117,2011-08-25 15:40:26.663567,
pfayze,main,4-C,Challenge: Going Green,4,3063,106,2013-05-18 18:43:27.425871,
Zuppka,main,4-C,Challenge: Going Green,4,3065,164,2012-09-25 18:43:41.470377,
ceegers,main,4-C,Challenge: Going Green,4,3066,133,2014-08-22 03:37:30.119878,
ChemicalRascal,main,4-C,Challenge: Going Green,4,3114,123,2011-11-09 04:07:34.761836,
dayo001,main,4-C,Challenge: Going Green,4,3127,126,2013-06-13 00:39:31.837829,
Zemyla,main,4-C,Challenge: Going Green,4,3132,104,2012-10-29 17:47:19.999637,
yatima2975,main,4-C,Challenge: Going Green,4,3156,105,2011-08-31 14:53:24.543799,
Elvis,main,4-C,Challenge: Going Green,4,3196,73,2012-01-02 16:04:30.907291,
Elvis,main,4-C,Challenge: Going Green,4,3199,70,2012-01-03 12:46:05.570127,
Louif,main,4-C,Challenge: Going Green,4,3218,129,2012-09-23 22:57:00.60708,
JonesR,main,4-C,Challenge: Going Green,4,3349,148,2013-03-11 02:02:59.613606,
GrandFather,main,4-C,Challenge: Going Green,4,3361,112,2012-01-09 11:21:02.950399,
jjs132,main,4-C,Challenge: Going Green,4,3392,140,2011-08-07 09:34:57.620224,
TastyPi,main,4-C,Challenge: Going Green,4,3401,126,2011-11-01 04:38:27.446772,
ArfrA,main,4-C,Challenge: Going Green,4,3413,157,2012-01-30 08:07:12.36769,
Lamsey,main,4-C,Challenge: Going Green,4,3421,115,2011-07-14 12:50:04.285876,
naath,main,4-C,Challenge: Going Green,4,3454,158,2011-11-24 10:16:22.530251,
blindcamel,main,4-C,Challenge: Going Green,4,3476,128,2014-03-01 14:17:20.613957,
skedar,main,4-C,Challenge: Going Green,4,3478,143,2011-10-12 05:46:52.276266,
JeffreyBosboom,main,4-C,Challenge: Going Green,4,3522,93,2013-12-30 02:34:34.305911,
nekojita,main,4-C,Challenge: Going Green,4,3524,110,2013-03-28 04:20:57.713425,
JeffreyBosboom,main,4-C,Challenge: Going Green,4,3561,94,2013-12-28 21:40:22.177454,
itsnotabigtruck,main,4-C,Challenge: Going Green,4,3563,158,2011-07-27 18:13:13.526902,
RedHedgehog,main,4-C,Challenge: Going Green,4,3673,125,2015-05-10 23:13:44.724508,
piderman,main,4-C,Challenge: Going Green,4,3699,144,2011-05-30 11:33:32.447315,
Jopeno,main,4-C,Challenge: Going Green,4,3758,155,2013-03-28 14:55:53.470134,
tinyjo,main,4-C,Challenge: Going Green,4,3849,119,2011-09-11 07:48:53.641721,
tabun,main,4-C,Challenge: Going Green,4,3862,108,2011-09-16 09:47:04.705395,
lowpass,main,4-C,Challenge: Going Green,4,3873,144,2012-08-05 20:01:06.303238,
clarionx,main,4-C,Challenge: Going Green,4,3901,123,2012-07-21 19:20:44.758244,
DanSoup,main,4-C,Challenge: Going Green,4,3991,164,2012-07-23 12:22:14.479774,
gggol,main,4-C,Challenge: Going Green,4,4001,120,2011-11-14 23:36:40.397578,
Aquarium78,main,4-C,Challenge: Going Green,4,4021,164,2013-07-15 01:30:40.276184,
moomoo5000,main,4-C,Challenge: Going Green,4,4056,151,2012-03-10 07:25:52.981865,
JohnnyRoastbeef,main,4-C,Challenge: Going Green,4,4075,153,2011-06-13 20:34:15.282427,
EngieBenjy,main,4-C,Challenge: Going Green,4,4111,117,2013-08-01 07:18:53.240884,
BobThePumpkin,main,4-C,Challenge: Going Green,4,4115,113,2015-01-26 23:57:49.186983,
dexus,main,4-C,Challenge: Going Green,4,4118,128,2012-09-10 11:22:45.549307,
Regory,main,4-C,Challenge: Going Green,4,4142,137,2011-06-01 22:24:35.135031,
apex,main,4-C,Challenge: Going Green,4,4146,154,2011-08-01 22:01:22.512014,
lakristrolle,main,4-C,Challenge: Going Green,4,4198,164,2012-06-16 16:09:54.996071,
Oedipa,main,4-C,Challenge: Going Green,4,4207,131,2011-07-01 22:18:37.616913,
Iridium,main,4-C,Challenge: Going Green,4,4215,82,2011-06-25 11:49:37.403435,
AlphaRaptor,main,4-C,Challenge: Going Green,4,4222,165,2012-10-09 09:43:18.589872,
roundcube,main,4-C,Challenge: Going Green,4,4243,136,2011-12-21 11:21:00.304481,
pjmtlg,main,4-C,Challenge: Going Green,4,4244,93,2012-11-20 10:26:19.766457,
knodser,main,4-C,Challenge: Going Green,4,4300,128,2011-11-12 15:27:39.592291,
Archimedes,main,4-C,Challenge: Going Green,4,4316,165,2012-01-26 16:01:39.232979,
Regory,main,4-C,Challenge: Going Green,4,4379,137,2011-05-29 20:28:40.815352,
astrosi,main,4-C,Challenge: Going Green,4,4387,125,2011-12-09 15:25:49.026783,
sgibbons,main,4-C,Challenge: Going Green,4,4387,125,2011-08-28 07:40:33.183602,
darkapplepolisher,main,4-C,Challenge: Going Green,4,4425,92,2011-11-11 17:31:23.175972,
eluminite,main,4-C,Challenge: Going Green,4,4426,146,2012-01-06 04:11:07.946425,
Joosy,main,4-C,Challenge: Going Green,4,4495,139,2011-08-16 15:10:31.566062,
warhorus,main,4-C,Challenge: Going Green,4,4561,149,2012-03-15 10:28:23.529309,
Cheezborger,main,4-C,Challenge: Going Green,4,4597,143,2012-11-02 03:27:46.218184,
FFLaguna,main,4-C,Challenge: Going Green,4,4607,156,2012-04-07 23:51:53.581349,
FFLaguna,main,4-C,Challenge: Going Green,4,4607,155,2012-04-09 07:31:52.271729,
BloodyFanatic,main,4-C,Challenge: Going Green,4,4619,134,2011-10-12 08:42:43.099354,
Gymble,main,4-C,Challenge: Going Green,4,4638,117,2013-02-07 14:57:19.130218,
crazysciencebloke,main,4-C,Challenge: Going Green,4,4654,152,2014-07-21 14:41:36.242525,
Savotage,main,4-C,Challenge: Going Green,4,4707,72,2014-07-16 03:49:06.863787,
soy666boy,main,4-C,Challenge: Going Green,4,4731,126,2011-06-29 20:28:25.385526,
Paulie,main,4-C,Challenge: Going Green,4,4731,146,2013-02-13 08:36:31.306088,
Jestai,main,4-C,Challenge: Going Green,4,4857,170,2012-08-03 14:50:38.087477,
Matrix21,main,4-C,Challenge: Going Green,4,4878,155,2012-03-22 12:18:58.362742,
Spooky,main,4-C,Challenge: Going Green,4,4903,141,2011-07-10 13:09:43.087444,
Phil_8811,main,4-C,Challenge: Going Green,4,4917,156,2011-10-20 21:54:58.496013,
denine99,main,4-C,Challenge: Going Green,4,5099,192,2011-11-26 19:45:54.721195,
bigcbz,main,4-C,Challenge: Going Green,4,5273,120,2013-11-28 09:46:49.473575,
MadVandal,main,4-C,Challenge: Going Green,4,5294,164,2011-11-13 12:26:56.784732,
Javarra,main,4-C,Challenge: Going Green,4,5373,150,2012-11-03 15:44:54.146312,
tjs8938,main,4-C,Challenge: Going Green,4,5461,134,2013-01-21 17:59:20.564766,
Semantics,main,4-C,Challenge: Going Green,4,5475,132,2014-11-07 18:43:51.830485,
Colin,main,4-C,Challenge: Going Green,4,5491,148,2011-06-11 11:57:32.345746,
k0mi7ot,main,4-C,Challenge: Going Green,4,5881,128,2012-03-10 07:22:52.880859,
armisael,main,4-C,Challenge: Going Green,4,5927,109,2011-12-08 21:09:58.705829,
Amneiger,main,4-C,Challenge: Going Green,4,5943,167,2013-09-22 22:20:52.067037,
Rutilus,main,4-C,Challenge: Going Green,4,6001,182,2014-12-28 22:41:26.022746,
GaugeTheory,main,4-C,Challenge: Going Green,4,6082,135,2012-01-24 08:56:56.73566,
Mephisto01,main,4-C,Challenge: Going Green,4,6156,133,2012-01-19 09:22:39.402909,
AlStar,main,4-C,Challenge: Going Green,4,6160,152,2011-09-05 09:53:54.030177,
rantamplan,main,4-C,Challenge: Going Green,4,6278,146,2013-06-07 16:32:29.736437,
joequincy,main,4-C,Challenge: Going Green,4,6315,180,2012-06-11 20:34:30.752262,
Poopasaurus,main,4-C,Challenge: Going Green,4,6679,152,2011-11-04 18:54:24.444837,
mbishop94479,main,4-C,Challenge: Going Green,4,6811,182,2014-12-10 17:40:13.911321,
Arkaan,main,4-C,Challenge: Going Green,4,6985,173,2012-12-04 15:48:00.300671,
duncanthrax,main,4-C,Challenge: Going Green,4,7380,157,2011-10-08 12:53:20.159016,
Dark13,main,4-C,Challenge: Going Green,4,9448,144,2012-01-29 17:11:00.030993,
whoever314,main,4-C,Challenge: Going Green,5,1255,108,2014-01-07 08:19:26.614254,
WildM,main,4-C,Challenge: Going Green,5,1256,120,2012-09-24 15:44:51.97359,
whoever314,main,4-C,Challenge: Going Green,5,1256,111,2014-01-06 20:14:24.536446,
Spiff,main,4-C,Challenge: Going Green,5,1258,67,2011-08-18 05:15:04.233875,""
GuavaMoment,main,4-C,Challenge: Going Green,5,1258,136,2011-10-11 22:55:21.114039,
Carlbunk,main,4-C,Challenge: Going Green,5,1259,119,2012-01-29 21:02:11.610524,
whoever314,main,4-C,Challenge: Going Green,5,1260,113,2014-01-06 16:22:31.163882,
WildM,main,4-C,Challenge: Going Green,5,1262,121,2012-08-05 16:16:17.777369,
whoever314,main,4-C,Challenge: Going Green,5,1263,128,2014-01-06 03:09:36.120202,
Scigatt,main,4-C,Challenge: Going Green,5,1265,118,2011-07-14 02:39:59.868081,
tadjinar,main,4-C,Challenge: Going Green,5,1265,144,2012-12-19 21:10:55.867234,
qhzq,main,4-C,Challenge: Going Green,5,1266,143,2011-06-06 08:41:29.317454,
super-normal,main,4-C,Challenge: Going Green,5,1272,109,2013-04-24 18:27:27.00428,
myon,main,4-C,Challenge: Going Green,5,1272,187,2012-01-31 01:47:16.253982,
neurotik,main,4-C,Challenge: Going Green,5,1275,126,2011-06-16 21:09:13.904566,
SpinyNorman,main,4-C,Challenge: Going Green,5,1277,188,2015-01-11 08:02:08.51162,
Vordeka,main,4-C,Challenge: Going Green,5,1279,119,2013-12-12 08:42:00.697144,
sboparen,main,4-C,Challenge: Going Green,5,1283,111,2013-01-06 11:30:13.128504,
HerrDoktor,main,4-C,Challenge: Going Green,5,1285,146,2011-06-09 16:00:01.371177,
Criado,main,4-C,Challenge: Going Green,5,1285,188,2011-08-17 09:34:39.378564,
Zemyla,main,4-C,Challenge: Going Green,5,1288,179,2014-08-30 14:14:54.701075,
sboparen,main,4-C,Challenge: Going Green,5,1288,111,2011-12-04 00:24:32.206071,
edward0810,main,4-C,Challenge: Going Green,5,1290,169,2011-06-12 03:48:14.543288,
bearzly,main,4-C,Challenge: Going Green,5,1290,132,2013-07-21 21:24:28.32765,
Bobulus,main,4-C,Challenge: Going Green,5,1291,109,2011-07-09 20:53:30.213417,
Lemonymous,main,4-C,Challenge: Going Green,5,1292,181,2015-01-28 02:33:23.710546,
offpath,main,4-C,Challenge: Going Green,5,1295,118,2011-12-28 06:06:09.460929,
sboparen,main,4-C,Challenge: Going Green,5,1297,214,2012-06-03 21:35:41.363372,
romflash,main,4-C,Challenge: Going Green,5,1298,91,2013-09-01 11:36:37.739376,
neurotik,main,4-C,Challenge: Going Green,5,1299,90,2011-06-16 16:34:32.0814,
Pineapple_of_Despair,main,4-C,Challenge: Going Green,5,1300,143,2012-03-20 15:38:16.665369,
Bobulus,main,4-C,Challenge: Going Green,5,1301,109,2011-07-09 20:37:55.023621,
TyPR124,main,4-C,Challenge: Going Green,5,1302,138,2012-12-01 23:57:10.020012,""
Yiwei,main,4-C,Challenge: Going Green,5,1304,86,2013-05-17 22:30:53.469941,
Andy,main,4-C,Challenge: Going Green,5,1305,141,2011-05-29 17:09:28.690689,
sboparen,main,4-C,Challenge: Going Green,5,1308,194,2012-06-03 13:24:38.921904,
offpath,main,4-C,Challenge: Going Green,5,1309,163,2011-10-11 23:58:19.895408,
wekhter,main,4-C,Challenge: Going Green,5,1311,133,2014-10-23 09:43:12.281427,
sboparen,main,4-C,Challenge: Going Green,5,1320,194,2012-06-03 13:10:03.164858,
Scottai,main,4-C,Challenge: Going Green,5,1320,119,2012-04-28 02:30:28.095415,
scottai,main,4-C,Challenge: Going Green,5,1320,119,2012-06-18 23:50:58.903108,
iestyn,main,4-C,Challenge: Going Green,5,1327,146,2012-09-24 21:11:10.29139,
Bashy_McFetus,main,4-C,Challenge: Going Green,5,1336,160,2011-08-16 06:21:06.842901,
Bashy_McFetus,main,4-C,Challenge: Going Green,5,1336,158,2011-10-15 21:46:19.247051,
Bashy_McFetus,main,4-C,Challenge: Going Green,5,1347,160,2011-06-10 05:40:05.087131,
Burbenog,main,4-C,Challenge: Going Green,5,1364,143,2013-04-19 02:37:37.140587,
Lethys,main,4-C,Challenge: Going Green,5,1371,188,2014-03-16 05:10:13.414093,
FromEarth,main,4-C,Challenge: Going Green,5,1378,170,2012-10-06 04:57:37.83062,
ToadChild,main,4-C,Challenge: Going Green,5,1400,137,2011-09-20 08:04:00.6844,
ericfine,main,4-C,Challenge: Going Green,5,1413,132,2011-06-02 08:16:26.223886,
MiniDoux,main,4-C,Challenge: Going Green,5,1419,134,2011-12-23 03:40:10.3425,
intermike,main,4-C,Challenge: Going Green,5,1430,107,2014-10-08 09:50:14.832712,
Criado,main,4-C,Challenge: Going Green,5,1450,184,2011-09-06 09:42:33.062059,
Helios,main,4-C,Challenge: Going Green,5,1453,99,2013-05-02 15:14:22.606311,
